
tavo pasirinkimas popierius;Oponento pasirinkimas: akmuo;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: zirkles;Rezultatas: lygiosios
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: popierius;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: zirkles;Rezultatas: lygiosios
tavo pasirinkimas zirkles;Oponento pasirinkimas: popierius;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: zirkles;Rezultatas: lygiosios
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: popierius;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: zirkles;Rezultatas: lygiosios
tavo pasirinkimas zirkles;Oponento pasirinkimas: zirkles;Rezultatas: lygiosios
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: popierius;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: zirkles;Rezultatas: lygiosios
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: popierius;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: popierius;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: popierius;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: zirkles;Rezultatas: lygiosios
tavo pasirinkimas zirkles;Oponento pasirinkimas: popierius;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: popierius;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: popierius;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: zirkles;Rezultatas: lygiosios
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: zirkles;Rezultatas: lygiosios
tavo pasirinkimas zirkles;Oponento pasirinkimas: zirkles;Rezultatas: lygiosios
tavo pasirinkimas zirkles;Oponento pasirinkimas: zirkles;Rezultatas: lygiosios
tavo pasirinkimas zirkles;Oponento pasirinkimas: popierius;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: popierius;Rezultatas: laimejai
tavo pasirinkimas zirkles;Oponento pasirinkimas: zirkles;Rezultatas: lygiosios
tavo pasirinkimas zirkles;Oponento pasirinkimas: akmuo;Rezultatas: pralaimejai
tavo pasirinkimas popierius;Oponento pasirinkimas: popierius;Rezultatas: lygiosios
tavo pasirinkimas popierius;Oponento pasirinkimas: zirkles;Rezultatas: pralaimejai
